Orthogroup	Duplications (all)	Duplications (50% support)
OG0004183	1	1
OG0004184	2	1
OG0004185	2	1
OG0004186	2	2
OG0004187	2	2
OG0004188	2	2
OG0004189	2	2
OG0004190	2	2
OG0004191	2	2
OG0004192	2	2
OG0004193	2	2
OG0004194	2	2
OG0004195	2	2
OG0004196	2	2
OG0004197	2	2
OG0004198	3	3
OG0004199	2	2
OG0004200	2	2
OG0004201	2	0
OG0004202	1	0
OG0004203	3	3
OG0004204	1	0
OG0004205	2	2
OG0004206	2	2
OG0004207	2	2
OG0004208	3	3
OG0004209	2	1
OG0004210	2	2
OG0004211	2	2
OG0004212	2	2
OG0004213	2	2
OG0004214	2	2
OG0004215	2	2
OG0004216	2	2
OG0004217	1	0
OG0004218	3	3
OG0004219	3	3
OG0004220	2	1
OG0004221	3	3
OG0004222	2	2
OG0004223	2	2
OG0004224	2	2
OG0004225	2	2
OG0004226	2	2
OG0004227	7	7
OG0004228	2	2
OG0004229	3	3
OG0004230	2	1
OG0004231	2	2
OG0004232	3	3
OG0004233	6	6
OG0004234	7	7
OG0004235	2	2
OG0004236	3	3
OG0004237	2	2
OG0004238	2	2
OG0004239	2	2
OG0004240	3	3
OG0004241	3	3
OG0004242	2	2
OG0004243	2	2
OG0004244	2	2
OG0004245	2	2
OG0004246	2	2
OG0004247	2	2
OG0004248	3	3
OG0004249	2	2
OG0004250	2	2
OG0004251	1	1
OG0004252	2	2
OG0004253	2	2
OG0004254	2	2
OG0004255	2	2
OG0004256	3	3
OG0004257	2	2
OG0004258	2	2
OG0004259	2	2
OG0004260	2	2
OG0004261	3	3
OG0004262	2	2
OG0004263	2	2
OG0004264	1	1
OG0004265	2	2
OG0004266	2	2
OG0004267	3	3
OG0004268	2	2
OG0004269	2	2
OG0004270	2	2
OG0004271	2	2
OG0004272	3	3
OG0004273	3	3
OG0004274	3	3
OG0004275	3	3
OG0004276	2	2
OG0004277	2	2
OG0004278	2	2
OG0004279	2	2
OG0004280	2	2
OG0004281	2	2
OG0004282	3	3
OG0004283	2	2
OG0004284	2	2
OG0004285	2	2
OG0004286	3	3
OG0004287	2	2
OG0004288	2	2
OG0004289	2	2
OG0004290	2	2
OG0004291	2	2
OG0004292	2	2
OG0004293	2	2
OG0004294	2	2
OG0004295	4	4
OG0004296	3	3
OG0004297	2	2
OG0004298	2	2
OG0004299	2	2
OG0004300	2	2
OG0004301	2	2
OG0004302	2	2
OG0004303	6	6
OG0004304	2	2
OG0004305	3	3
OG0004306	2	2
OG0004307	2	2
OG0004308	2	2
OG0004309	2	2
OG0004310	2	2
OG0004311	2	2
OG0004312	2	2
OG0004313	2	2
OG0004314	2	2
OG0004315	2	2
OG0004316	2	2
OG0004317	2	2
OG0004318	3	3
OG0004319	2	2
OG0004320	2	2
OG0004321	1	1
OG0004322	2	2
OG0004323	2	2
OG0004324	7	7
OG0004325	2	2
OG0004326	2	2
OG0004327	3	3
OG0004328	2	1
OG0004329	2	2
OG0004330	2	2
OG0004331	2	2
OG0004332	2	2
OG0004333	1	0
OG0004334	2	2
OG0004335	2	2
OG0004336	2	2
OG0004337	2	2
OG0004338	4	4
OG0004339	2	2
OG0004340	3	3
OG0004341	2	2
OG0004342	3	3
OG0004343	2	2
OG0004344	2	2
OG0004345	1	1
OG0004346	2	2
OG0004347	2	2
OG0004348	2	2
OG0004349	2	1
OG0004350	2	2
OG0004351	3	3
OG0004352	2	2
OG0004353	3	3
OG0004354	3	3
OG0004355	2	2
OG0004356	2	2
OG0004357	2	2
OG0004358	2	2
OG0004359	2	2
OG0004360	3	3
OG0004361	3	3
OG0004362	2	2
OG0004363	2	2
OG0004364	2	2
OG0004365	1	1
OG0004366	2	2
OG0004367	2	2
OG0004368	2	2
OG0004369	2	2
OG0004370	2	2
OG0004371	3	3
OG0004372	2	2
OG0004373	3	3
OG0004374	2	2
OG0004375	2	2
OG0004376	3	3
OG0004377	2	2
OG0004378	2	2
OG0004379	3	3
OG0004380	3	3
OG0004381	2	2
OG0004382	2	2
OG0004383	3	3
OG0004384	3	3
OG0004385	6	6
OG0004386	5	5
OG0004387	3	3
OG0004388	3	3
OG0004389	3	3
OG0004390	3	2
OG0004391	7	7
OG0004392	4	4
OG0004393	6	6
OG0004394	3	3
OG0004395	6	6
OG0004396	6	6
OG0004397	3	3
OG0004398	5	5
OG0004399	7	7
OG0004400	3	3
OG0004401	3	3
OG0004402	4	4
OG0004403	6	6
OG0004404	3	3
OG0004405	3	3
OG0004406	5	5
OG0004407	3	3
OG0004408	3	3
OG0004409	3	3
OG0004410	7	7
OG0004411	3	3
OG0004412	3	3
OG0004413	4	4
OG0004414	3	3
OG0004415	3	3
OG0004416	3	2
OG0004417	3	3
OG0004418	3	3
OG0004419	3	3
OG0004420	3	3
OG0004421	6	6
OG0004422	3	3
OG0004423	3	3
OG0004424	3	3
OG0004425	7	7
OG0004426	3	3
OG0004427	3	2
OG0004428	3	3
OG0004429	4	4
OG0004430	3	3
OG0004431	3	3
OG0004432	3	3
OG0004433	3	3
OG0004434	3	3
OG0004435	3	3
OG0004436	4	4
OG0004437	3	3
OG0004438	3	2
OG0004439	3	3
OG0004440	8	8
OG0004441	7	7
OG0004442	2	2
OG0004443	3	3
OG0004444	5	5
OG0004445	3	3
OG0004446	3	3
OG0004447	3	3
OG0004448	8	8
OG0004449	3	3
OG0004450	3	3
OG0004451	3	3
OG0004452	3	3
OG0004453	4	4
OG0004454	3	3
OG0004455	3	3
OG0004456	7	7
OG0004457	3	3
OG0004458	3	3
OG0004459	4	4
OG0004460	5	5
OG0004461	2	1
OG0004462	4	4
OG0004463	3	3
OG0004464	4	4
OG0004465	3	3
OG0004466	3	3
OG0004467	7	7
OG0004468	4	4
OG0004469	4	4
OG0004470	3	3
OG0004471	5	5
OG0004472	2	0
OG0004473	3	3
OG0004474	6	6
OG0004475	3	3
OG0004476	7	7
OG0004477	8	8
OG0004478	6	6
OG0004479	4	4
OG0004480	6	6
OG0004481	6	6
OG0004482	3	3
OG0004483	1	1
OG0004484	6	6
OG0004485	3	3
OG0004486	3	2
OG0004487	3	3
OG0004488	3	3
OG0004489	6	6
OG0004490	8	8
OG0004491	8	8
OG0004492	8	8
OG0004493	8	8
OG0004494	8	8
OG0004495	8	8
OG0004496	8	8
OG0004497	5	5
OG0004498	8	8
OG0004499	4	3
OG0004500	8	8
OG0004501	5	5
OG0004502	5	3
OG0004503	7	7
OG0004504	8	8
OG0004505	4	4
OG0004506	5	5
OG0004507	7	7
OG0004508	8	8
OG0004509	7	7
OG0004510	8	8
OG0004511	8	8
OG0004512	8	8
OG0004513	8	8
OG0004514	8	8
OG0004515	8	8
OG0004516	5	5
OG0004517	8	8
OG0004518	8	8
OG0004519	8	8
OG0004520	8	8
OG0004521	6	6
OG0004522	8	8
OG0004523	7	7
OG0004524	8	8
OG0004525	8	8
OG0004526	8	8
OG0004527	8	8
OG0004528	8	8
OG0004529	8	8
OG0004530	8	8
OG0004531	7	7
OG0004532	8	8
OG0004533	8	8
OG0004534	6	6
OG0004535	8	8
OG0004536	7	7
OG0004537	8	8
OG0004538	8	8
OG0004539	8	8
OG0004540	8	8
OG0004541	8	8
OG0004542	8	8
OG0004543	8	8
OG0004544	8	8
OG0004545	8	8
OG0004546	8	8
OG0004547	8	8
OG0004548	8	8
OG0004549	8	8
OG0004550	8	8
OG0004551	8	8
OG0004552	8	8
OG0004553	8	8
OG0004554	8	8
OG0004555	8	8
OG0004556	8	8
OG0004557	8	8
OG0004558	8	8
OG0004559	8	8
OG0004560	8	8
OG0004561	8	8
OG0004562	8	8
OG0004563	8	8
OG0004564	8	8
OG0004565	8	8
OG0004566	8	8
OG0004567	8	8
OG0004568	8	8
OG0004569	8	8
OG0004570	8	8
OG0004571	8	8
OG0004572	1	1
OG0004573	1	1
OG0004574	2	2
OG0004575	1	1
OG0004576	1	1
OG0004577	1	1
OG0004578	1	1
OG0004579	1	1
OG0004580	1	1
OG0004581	1	1
OG0004582	6	6
OG0004583	1	1
OG0004584	1	1
OG0004585	1	1
OG0004586	1	1
OG0004587	1	1
OG0004588	1	1
OG0004589	1	1
OG0004590	1	1
OG0004591	1	1
OG0004592	1	1
OG0004593	1	1
OG0004594	1	1
OG0004595	1	1
OG0004596	1	1
OG0004597	1	1
OG0004598	1	1
OG0004599	1	1
OG0004600	1	1
OG0004601	2	2
OG0004602	1	1
OG0004603	1	1
OG0004604	2	2
OG0004605	1	1
OG0004606	1	1
OG0004607	2	2
OG0004608	1	1
OG0004609	1	1
OG0004610	1	1
OG0004611	1	1
OG0004612	1	1
OG0004613	1	1
OG0004614	1	1
OG0004615	1	1
OG0004616	1	1
OG0004617	1	1
OG0004618	1	1
OG0004619	1	1
OG0004620	1	1
OG0004621	1	1
OG0004622	1	1
OG0004623	1	1
OG0004624	1	1
OG0004625	1	1
OG0004626	1	1
OG0004627	1	1
OG0004628	2	2
OG0004629	1	1
OG0004630	1	1
OG0004631	1	1
OG0004632	1	1
OG0004633	2	2
OG0004634	1	1
OG0004635	1	1
OG0004636	1	1
OG0004637	1	1
OG0004638	1	1
OG0004639	1	1
OG0004640	1	1
OG0004641	1	1
OG0004642	1	1
OG0004643	1	1
OG0004644	1	1
OG0004645	1	1
OG0004646	1	1
OG0004647	1	1
OG0004648	2	2
OG0004649	1	1
OG0004650	1	1
OG0004651	1	1
OG0004652	1	1
OG0004653	1	1
OG0004654	1	1
OG0004655	1	1
OG0004656	1	1
OG0004657	1	1
OG0004658	1	1
OG0004659	1	1
OG0004660	1	1
OG0004661	1	1
OG0004662	1	1
OG0004663	1	1
OG0004664	1	1
OG0004665	2	2
OG0004666	1	1
OG0004667	1	1
OG0004668	1	1
OG0004669	1	1
OG0004670	1	1
OG0004671	1	1
OG0004672	1	1
OG0004673	1	1
OG0004674	1	1
OG0004675	1	1
OG0004676	1	1
OG0004677	2	2
OG0004678	3	3
OG0004679	1	1
OG0004680	1	1
OG0004681	1	1
OG0004682	2	2
OG0004683	7	7
OG0004684	2	1
OG0004685	1	1
OG0004686	1	1
OG0004687	2	2
OG0004688	1	1
OG0004689	1	1
OG0004690	1	1
OG0004691	4	4
OG0004692	5	5
OG0004693	1	1
OG0004694	1	1
OG0004695	1	1
OG0004696	1	1
OG0004697	1	1
OG0004698	1	1
OG0004699	2	2
OG0004700	1	1
OG0004701	1	1
OG0004702	1	1
OG0004703	1	1
OG0004704	1	1
OG0004705	1	0
OG0004706	1	1
OG0004707	1	1
OG0004708	1	1
OG0004709	1	1
OG0004710	1	1
OG0004711	2	2
OG0004712	1	1
OG0004713	1	1
OG0004714	2	2
OG0004715	3	3
OG0004716	2	2
OG0004717	1	1
OG0004718	2	2
OG0004719	2	2
OG0004720	1	1
OG0004721	2	2
OG0004722	1	0
OG0004723	1	1
OG0004724	1	1
OG0004725	1	1
OG0004726	1	1
OG0004727	1	1
OG0004728	1	1
OG0004729	1	1
OG0004730	1	1
OG0004731	1	1
OG0004732	1	1
OG0004733	2	2
OG0004734	1	1
OG0004735	1	1
OG0004736	1	1
OG0004737	1	1
OG0004738	1	1
OG0004739	1	1
OG0004740	2	2
OG0004741	1	1
OG0004742	2	2
OG0004743	1	1
OG0004744	1	1
OG0004745	2	2
OG0004746	1	1
OG0004747	1	1
OG0004748	2	2
OG0004749	1	1
OG0004750	1	1
OG0004751	1	1
OG0004752	1	1
OG0004753	2	2
OG0004754	1	1
OG0004755	1	1
OG0004756	1	1
OG0004757	1	1
OG0004758	1	1
OG0004759	2	2
OG0004760	1	1
OG0004761	1	1
OG0004762	1	1
OG0004763	1	1
OG0004764	1	1
OG0004765	1	1
OG0004766	1	1
OG0004767	1	1
OG0004768	1	1
OG0004769	1	1
OG0004770	1	1
OG0004771	2	2
OG0004772	1	1
OG0004773	1	1
OG0004774	1	1
OG0004775	1	1
OG0004776	2	2
OG0004777	1	1
OG0004778	2	2
OG0004779	1	1
OG0004780	1	1
OG0004781	2	2
OG0004782	1	1
OG0004783	1	1
OG0004784	1	1
OG0004785	1	1
OG0004786	5	5
OG0004787	1	1
OG0004788	2	2
OG0004789	1	1
OG0004790	1	1
OG0004791	2	2
OG0004792	2	2
OG0004793	2	2
OG0004794	2	2
OG0004795	1	1
OG0004796	1	1
OG0004797	1	1
OG0004798	1	1
OG0004799	1	1
OG0004800	1	1
OG0004801	1	1
OG0004802	1	1
OG0004803	4	4
OG0004804	2	2
OG0004805	2	2
OG0004806	1	1
OG0004807	1	1
OG0004808	6	6
OG0004809	1	1
OG0004810	1	1
OG0004811	1	1
OG0004812	1	1
OG0004813	1	1
OG0004814	1	1
OG0004815	1	1
OG0004816	1	0
OG0004817	1	1
OG0004818	1	1
OG0004819	2	2
OG0004820	1	1
OG0004821	1	1
OG0004822	2	2
OG0004823	1	1
OG0004824	2	2
OG0004825	1	1
OG0004826	1	1
OG0004827	1	1
OG0004828	1	1
OG0004829	1	1
OG0004830	1	1
OG0004831	1	1
OG0004832	1	1
OG0004833	1	1
OG0004834	1	1
OG0004835	1	1
OG0004836	1	1
OG0004837	1	1
OG0004838	1	1
OG0004839	1	1
OG0004840	3	3
OG0004841	1	1
OG0004842	1	1
OG0004843	1	1
OG0004844	1	1
OG0004845	2	2
OG0004846	1	1
OG0004847	1	1
OG0004848	1	1
OG0004849	1	1
OG0004850	1	1
OG0004851	1	1
OG0004852	1	1
OG0004853	1	1
OG0004854	2	2
OG0004855	1	1
OG0004856	1	1
OG0004857	1	1
OG0004858	1	1
OG0004859	1	1
OG0004860	1	1
OG0004861	1	1
OG0004862	1	1
OG0004863	1	1
OG0004864	1	1
OG0004865	2	2
OG0004866	1	1
OG0004867	1	1
OG0004868	1	1
OG0004869	1	1
OG0004870	1	1
OG0004871	2	2
OG0004872	1	1
OG0004873	2	2
OG0004874	5	5
OG0004875	2	2
OG0004876	2	2
OG0004877	2	2
OG0004878	1	1
OG0004879	2	2
OG0004880	1	1
OG0004881	1	1
OG0004882	1	1
OG0004883	1	1
OG0004884	3	3
OG0004885	1	1
OG0004886	1	1
OG0004887	1	1
OG0004888	1	1
OG0004889	1	1
OG0004890	1	1
OG0004891	1	1
OG0004892	1	1
OG0004893	2	2
OG0004894	1	1
OG0004895	1	1
OG0004896	2	2
OG0004897	1	1
OG0004898	1	1
OG0004899	1	1
OG0004900	1	1
OG0004901	1	1
OG0004902	2	2
OG0004903	1	1
OG0004904	2	2
OG0004905	1	1
OG0004906	1	1
OG0004907	1	1
OG0004908	1	1
OG0004909	1	1
OG0004910	2	2
OG0004911	1	1
OG0004912	1	1
OG0004913	1	1
OG0004914	1	1
OG0004915	3	3
OG0004916	2	2
OG0004917	1	1
OG0004918	2	2
OG0004919	2	2
OG0004920	1	1
OG0004921	1	1
OG0004922	2	2
OG0004923	2	2
OG0004924	1	1
OG0004925	2	2
OG0004926	2	2
OG0004927	1	1
OG0004928	1	1
OG0004929	1	1
OG0004930	1	1
OG0004931	1	1
OG0004932	1	1
OG0004933	1	1
OG0004934	1	1
OG0004935	1	1
OG0004936	3	3
OG0004937	1	1
OG0004938	1	1
OG0004939	1	1
OG0004940	1	1
OG0004941	2	2
OG0004942	1	1
OG0004943	2	2
OG0004944	1	1
OG0004945	1	1
OG0004946	1	1
OG0004947	1	1
OG0004948	1	1
OG0004949	1	1
OG0004950	2	2
OG0004951	1	1
OG0004952	1	1
OG0004953	1	1
OG0004954	1	1
OG0004955	1	1
OG0004956	1	1
OG0004957	1	1
OG0004958	1	1
OG0004959	1	1
OG0004960	1	1
OG0004961	2	2
OG0004962	1	0
OG0004963	1	1
OG0004964	1	1
OG0004965	1	1
OG0004966	1	1
OG0004967	1	1
OG0004968	1	1
OG0004969	1	1
OG0004970	1	1
OG0004971	2	2
OG0004972	1	1
OG0004973	1	1
OG0004974	1	1
OG0004975	5	5
OG0004976	2	2
OG0004977	1	0
OG0004978	1	1
OG0004979	1	1
OG0004980	1	1
OG0004981	1	1
OG0004982	1	1
OG0004983	1	1
OG0004984	1	1
OG0004985	1	1
OG0004986	1	1
OG0004987	2	2
OG0004988	1	1
OG0004989	1	1
OG0004990	1	1
OG0004991	1	1
OG0004992	1	1
OG0004993	1	1
OG0004994	1	1
OG0004995	1	1
OG0004996	1	1
OG0004997	1	1
OG0004998	2	2
OG0004999	1	1
OG0005000	1	1
OG0005001	1	1
OG0005002	1	1
OG0005003	1	1
OG0005004	2	2
OG0005005	2	2
OG0005006	1	1
OG0005007	1	1
OG0005008	2	2
OG0005009	5	5
OG0005010	1	1
OG0005011	1	1
OG0005012	2	2
OG0005013	5	5
OG0005014	1	1
OG0005015	1	1
OG0005016	1	1
OG0005017	2	2
OG0005018	1	1
OG0005019	1	1
OG0005020	1	1
OG0005021	1	1
OG0005022	1	1
OG0005023	2	2
OG0005024	1	1
OG0005025	1	1
OG0005026	1	1
OG0005027	1	1
OG0005028	1	1
OG0005029	1	1
OG0005030	1	0
OG0005031	1	1
OG0005032	1	1
OG0005033	1	1
OG0005034	1	1
OG0005035	1	1
OG0005036	1	1
OG0005037	3	3
OG0005038	2	2
OG0005039	1	1
OG0005040	1	1
OG0005041	1	1
OG0005042	1	1
OG0005043	1	1
OG0005044	1	1
OG0005045	6	6
OG0005046	1	1
OG0005047	1	1
OG0005048	1	1
OG0005049	1	1
OG0005050	1	1
OG0005051	1	1
OG0005052	1	1
OG0005053	1	1
OG0005054	1	1
OG0005055	1	1
OG0005056	1	1
OG0005057	1	1
OG0005058	2	2
OG0005059	1	1
OG0005060	1	1
OG0005061	1	1
OG0005062	2	2
OG0005063	1	1
OG0005064	1	1
OG0005065	1	1
OG0005066	1	1
OG0005067	2	2
OG0005068	1	1
OG0005069	1	1
OG0005070	1	1
OG0005071	1	1
OG0005072	1	1
OG0005073	1	1
OG0005074	1	1
OG0005075	1	1
OG0005076	1	1
OG0005077	2	2
OG0005078	1	1
OG0005079	1	1
OG0005080	1	1
OG0005081	1	1
OG0005082	1	1
OG0005083	1	1
OG0005084	2	2
OG0005085	2	2
OG0005086	1	1
OG0005087	1	1
OG0005088	1	1
OG0005089	1	1
OG0005090	1	1
OG0005091	1	1
OG0005092	2	2
OG0005093	1	1
OG0005094	1	1
OG0005095	1	1
OG0005096	2	2
OG0005097	1	1
OG0005098	2	0
OG0005099	1	1
OG0005100	1	1
OG0005101	1	1
OG0005102	1	1
OG0005103	1	1
OG0005104	1	1
OG0005105	1	1
OG0005106	1	1
OG0005107	1	1
OG0005108	1	1
OG0005109	1	1
OG0005110	2	2
OG0005111	1	1
OG0005112	2	2
OG0005113	1	1
OG0005114	1	1
OG0005115	1	1
OG0005116	1	1
OG0005117	2	2
OG0005118	1	1
OG0005119	1	1
OG0005120	2	2
OG0005121	1	0
OG0005122	1	1
OG0005123	1	1
OG0005124	2	2
OG0005125	1	1
OG0005126	1	1
OG0005127	2	2
OG0005128	1	1
OG0005129	1	1
OG0005130	1	1
OG0005131	1	1
OG0005132	1	1
OG0005133	2	2
OG0005134	1	1
OG0005135	1	1
OG0005136	1	1
OG0005137	3	3
OG0005138	1	1
OG0005139	1	1
OG0005140	1	1
OG0005141	1	1
OG0005142	2	2
OG0005143	1	1
OG0005144	1	1
OG0005145	1	1
OG0005146	1	1
OG0005147	1	1
OG0005148	1	1
OG0005149	1	1
OG0005150	1	1
OG0005151	1	1
OG0005152	1	1
OG0005153	1	1
OG0005154	1	1
OG0005155	1	1
OG0005156	1	1
OG0005157	1	1
OG0005158	1	1
OG0005159	1	1
OG0005160	2	2
OG0005161	1	1
OG0005162	1	1
OG0005163	4	4
OG0005164	1	1
OG0005165	1	1
OG0005166	1	1
OG0005167	3	3
OG0005168	1	1
OG0005169	1	1
OG0005170	1	1
OG0005171	1	1
OG0005172	1	1
OG0005173	2	2
OG0005174	1	1
OG0005175	1	1
OG0005176	1	1
OG0005177	1	1
OG0005178	1	1
OG0005179	1	1
OG0005180	1	1
OG0005181	1	1
OG0005182	2	2
OG0005183	1	1
OG0005184	1	1
OG0005185	1	1
OG0005186	1	1
OG0005187	1	1
OG0005188	1	1
OG0005189	2	2
OG0005190	2	2
OG0005191	1	1
OG0005192	1	1
OG0005193	1	1
OG0005194	1	1
OG0005195	1	1
OG0005196	2	2
OG0005197	1	1
OG0005198	1	1
OG0005199	1	1
OG0005200	1	1
OG0005201	1	1
OG0005202	1	1
OG0005203	2	2
OG0005204	2	2
OG0005205	2	2
OG0005206	2	2
OG0005207	2	2
OG0005208	1	1
OG0005209	1	1
OG0005210	1	1
OG0005211	3	3
OG0005212	1	1
OG0005213	1	1
OG0005214	1	1
OG0005215	3	3
OG0005216	1	1
OG0005217	2	2
OG0005218	1	1
OG0005219	1	1
OG0005220	1	1
OG0005221	3	3
OG0005222	1	1
OG0005223	1	1
OG0005224	1	1
OG0005225	6	6
OG0005226	2	2
OG0005227	1	1
OG0005228	1	1
OG0005229	1	1
OG0005230	2	2
OG0005231	2	2
OG0005232	2	2
OG0005233	2	2
OG0005234	2	2
OG0005235	2	2
OG0005236	1	1
OG0005237	1	1
OG0005238	1	1
OG0005239	1	1
OG0005240	1	1
OG0005241	1	1
OG0005242	1	1
OG0005243	1	1
OG0005244	1	1
OG0005245	1	1
OG0005246	1	1
OG0005247	1	1
OG0005248	1	1
OG0005249	1	1
OG0005250	1	1
OG0005251	1	1
OG0005252	1	1
OG0005253	1	1
OG0005254	1	1
OG0005255	1	1
OG0005256	1	1
OG0005257	1	1
OG0005258	1	1
OG0005259	1	1
OG0005260	2	2
OG0005261	1	1
OG0005262	1	1
OG0005263	1	1
OG0005264	1	1
OG0005265	1	1
OG0005266	1	1
OG0005267	2	2
OG0005268	1	1
OG0005269	1	1
OG0005270	2	2
OG0005271	1	1
OG0005272	1	1
OG0005273	1	1
OG0005274	1	1
OG0005275	1	1
OG0005276	2	2
OG0005277	1	1
OG0005278	1	1
OG0005279	1	1
OG0005280	1	1
OG0005281	1	1
OG0005282	2	1
OG0005283	1	1
OG0005284	2	2
OG0005285	1	1
OG0005286	2	2
OG0005287	1	1
OG0005288	1	1
OG0005289	1	1
OG0005290	2	2
OG0005291	1	1
OG0005292	1	1
OG0005293	1	1
OG0005294	1	1
OG0005295	1	1
OG0005296	1	1
OG0005297	1	1
OG0005298	1	1
OG0005299	1	1
OG0005300	1	1
OG0005301	1	1
OG0005302	1	1
OG0005303	1	1
OG0005304	1	1
OG0005305	1	1
OG0005306	1	1
OG0005307	2	2
OG0005308	1	1
OG0005309	4	4
OG0005310	1	1
OG0005311	1	1
OG0005312	1	1
OG0005313	2	2
OG0005314	1	1
OG0005315	1	1
OG0005316	1	1
OG0005317	1	0
OG0005318	2	2
OG0005319	1	1
OG0005320	1	1
OG0005321	1	1
OG0005322	4	4
OG0005323	1	1
OG0005324	1	1
OG0005325	1	1
OG0005326	1	1
OG0005327	1	1
OG0005328	1	1
OG0005329	1	1
OG0005330	1	1
OG0005331	1	1
OG0005332	1	1
OG0005333	1	1
OG0005334	2	2
OG0005335	1	1
OG0005336	2	2
OG0005337	1	1
OG0005338	1	1
OG0005339	1	1
OG0005340	1	1
OG0005341	1	1
OG0005342	1	1
OG0005343	1	1
OG0005344	1	1
OG0005345	1	1
OG0005346	2	2
OG0005347	1	1
OG0005348	1	1
OG0005349	1	1
OG0005350	1	1
OG0005351	1	1
OG0005352	1	1
OG0005353	1	1
OG0005354	1	1
OG0005355	1	1
OG0005356	1	1
OG0005357	1	1
OG0005358	1	1
OG0005359	1	1
OG0005360	4	4
OG0005361	5	5
OG0005362	2	2
OG0005363	1	1
OG0005364	1	1
OG0005365	3	3
OG0005366	1	1
OG0005367	1	1
OG0005368	1	1
OG0005369	1	1
OG0005370	1	1
OG0005371	1	1
OG0005372	1	1
OG0005373	1	1
OG0005374	1	1
OG0005375	1	1
OG0005376	1	1
OG0005377	1	1
OG0005378	1	1
OG0005379	3	3
OG0005380	1	1
OG0005381	1	0
OG0005382	1	1
OG0005383	3	3
OG0005384	1	1
OG0005385	1	1
OG0005386	1	1
OG0005387	1	1
OG0005388	1	1
OG0005389	1	1
OG0005390	1	1
OG0005391	2	2
OG0005392	1	1
OG0005393	1	1
OG0005394	2	2
OG0005395	1	1
OG0005396	1	1
OG0005397	2	2
OG0005398	1	1
OG0005399	1	1
OG0005400	1	1
OG0005401	1	1
OG0005402	1	1
OG0005403	1	1
OG0005404	1	1
OG0005405	1	1
OG0005406	1	1
OG0005407	1	1
OG0005408	1	1
OG0005409	1	1
OG0005410	1	1
OG0005411	3	3
OG0005412	2	2
OG0005413	1	1
OG0005414	1	1
OG0005415	1	1
OG0005416	1	1
OG0005417	1	1
OG0005418	1	1
OG0005419	1	1
OG0005420	1	1
OG0005421	1	1
OG0005422	1	1
OG0005423	1	1
OG0005424	1	1
OG0005425	1	1
OG0005426	1	1
OG0005427	1	1
OG0005428	3	3
OG0005429	1	1
OG0005430	1	1
OG0005431	1	1
OG0005432	1	1
OG0005433	2	2
OG0005434	2	1
OG0005435	3	3
OG0005436	2	2
OG0005437	1	1
OG0005438	1	1
OG0005439	1	1
OG0005440	1	1
OG0005441	1	1
OG0005442	3	3
OG0005443	1	1
OG0005444	1	1
OG0005445	1	1
OG0005446	2	2
OG0005447	1	1
OG0005448	1	1
OG0005449	2	2
OG0005450	1	1
OG0005451	1	1
OG0005452	1	1
OG0005453	1	1
OG0005454	1	1
OG0005455	1	1
OG0005456	1	1
OG0005457	1	1
OG0005458	1	1
OG0005459	3	3
OG0005460	2	2
OG0005461	2	2
OG0005462	1	1
OG0005463	1	1
OG0005464	1	1
OG0005465	1	1
OG0005466	6	6
OG0005467	1	1
OG0005468	2	2
OG0005469	1	1
OG0005470	1	1
OG0005471	2	2
OG0005472	1	1
OG0005473	3	3
OG0005474	1	1
OG0005475	1	1
OG0005476	1	1
OG0005477	1	1
OG0005478	1	1
OG0005479	1	1
OG0005480	1	0
OG0005481	1	1
OG0005482	1	1
OG0005483	1	1
OG0005484	3	3
OG0005485	2	2
OG0005486	1	1
OG0005487	1	1
OG0005488	1	1
OG0005489	1	1
OG0005490	1	1
OG0005491	1	1
OG0005492	1	1
OG0005493	1	1
OG0005494	1	1
OG0005495	1	1
OG0005496	1	1
OG0005497	2	2
OG0005498	1	1
OG0005499	1	1
OG0005500	1	1
OG0005501	1	1
OG0005502	1	1
OG0005503	1	1
OG0005504	2	2
OG0005505	1	1
OG0005506	1	1
OG0005507	1	1
OG0005508	1	1
OG0005509	2	2
OG0005510	1	1
OG0005511	1	1
OG0005512	1	1
OG0005513	1	1
OG0005514	1	1
OG0005515	2	2
OG0005516	1	1
OG0005517	1	1
OG0005518	1	1
OG0005519	1	1
OG0005520	1	1
OG0005521	1	1
OG0005522	1	1
OG0005523	1	1
OG0005524	1	1
OG0005525	2	2
OG0005526	1	1
OG0005527	1	1
OG0005528	1	1
OG0005529	1	1
OG0005530	1	1
OG0005531	1	1
OG0005532	1	1
OG0005533	1	1
OG0005534	1	1
OG0005535	1	1
OG0005536	1	1
OG0005537	1	1
OG0005538	1	1
OG0005539	5	5
OG0005540	1	0
OG0005541	1	1
OG0005542	1	1
OG0005543	1	1
OG0005544	1	1
OG0005545	1	1
OG0005546	1	1
OG0005547	1	1
OG0005548	1	1
OG0005549	1	1
OG0005550	1	1
OG0005551	1	1
OG0005552	1	1
OG0005553	1	1
OG0005554	1	1
OG0005555	1	1
OG0005556	1	1
OG0005557	1	1
OG0005558	4	4
OG0005559	1	1
OG0005560	1	1
OG0005561	1	1
OG0005562	2	2
OG0005563	1	1
OG0005564	1	1
OG0005565	2	2
OG0005566	1	1
OG0005567	1	1
OG0005568	2	2
OG0005569	1	1
OG0005570	1	0
OG0005571	1	1
OG0005572	2	1
OG0005573	1	1
OG0005574	1	1
OG0005575	1	1
OG0005576	1	1
OG0005577	1	1
OG0005578	1	0
OG0005579	1	1
