Orthogroup	Duplications (all)	Duplications (50% support)
OG0001389	9	9
OG0001390	8	8
OG0001391	8	8
OG0001392	8	8
OG0001393	8	8
OG0001394	7	7
OG0001395	8	8
OG0001396	8	8
OG0001397	10	9
OG0001398	10	10
OG0001399	8	8
OG0001400	9	9
OG0001401	6	6
OG0001402	8	8
OG0001403	9	9
OG0001404	7	7
OG0001405	8	8
OG0001406	9	9
OG0001407	7	6
OG0001408	7	6
OG0001409	9	9
OG0001410	8	8
OG0001411	8	8
OG0001412	8	8
OG0001413	8	8
OG0001414	9	9
OG0001415	8	8
OG0001416	8	8
OG0001417	6	6
OG0001418	9	7
OG0001419	8	8
OG0001420	8	8
OG0001421	4	4
OG0001422	6	6
OG0001423	8	8
OG0001424	7	7
OG0001425	4	3
OG0001426	8	8
OG0001427	9	9
OG0001428	8	8
OG0001429	5	5
OG0001430	8	8
OG0001431	8	8
OG0001432	8	8
OG0001433	9	8
OG0001434	8	8
OG0001435	8	8
OG0001436	8	8
OG0001437	8	8
OG0001438	8	7
OG0001439	8	8
OG0001440	8	8
OG0001441	10	10
OG0001442	8	8
OG0001443	9	9
OG0001444	8	8
OG0001445	8	8
OG0001446	6	6
OG0001447	10	10
OG0001448	8	8
OG0001449	8	8
OG0001450	8	8
OG0001451	8	7
OG0001452	3	3
OG0001453	9	9
OG0001454	9	9
OG0001455	8	8
OG0001456	8	8
OG0001457	6	6
OG0001458	8	8
OG0001459	5	5
OG0001460	10	10
OG0001461	8	8
OG0001462	8	7
OG0001463	10	10
OG0001464	8	8
OG0001465	3	1
OG0001466	4	4
OG0001467	9	9
OG0001468	5	5
OG0001469	8	7
OG0001470	14	14
OG0001471	10	10
OG0001472	9	9
OG0001473	8	8
OG0001474	10	10
OG0001475	5	5
OG0001476	9	9
OG0001477	10	10
OG0001478	8	8
OG0001479	9	9
OG0001480	9	9
OG0001481	11	11
OG0001482	11	11
OG0001483	12	12
OG0001484	9	9
OG0001485	12	12
OG0001486	10	10
OG0001487	9	9
OG0001488	12	12
OG0001489	10	10
OG0001490	9	9
OG0001491	10	10
OG0001492	13	13
OG0001493	11	11
OG0001494	14	14
OG0001495	9	9
OG0001496	9	9
OG0001497	9	9
OG0001498	7	7
OG0001499	9	9
OG0001500	14	14
OG0001501	12	12
OG0001502	11	11
OG0001503	14	14
OG0001504	14	14
OG0001505	14	14
OG0001506	14	14
OG0001507	14	14
OG0001508	14	14
OG0001509	13	13
OG0001510	14	14
OG0001511	12	12
OG0001512	14	14
OG0001513	14	14
OG0001514	14	14
OG0001515	14	14
OG0001516	7	7
OG0001517	7	7
OG0001518	7	7
OG0001519	6	6
OG0001520	8	8
OG0001521	7	7
OG0001522	4	2
OG0001523	7	7
OG0001524	7	7
OG0001525	7	5
OG0001526	7	7
OG0001527	7	7
OG0001528	5	5
OG0001529	7	7
OG0001530	7	7
OG0001531	7	7
OG0001532	7	7
OG0001533	7	7
OG0001534	7	7
OG0001535	6	3
OG0001536	7	7
OG0001537	5	4
OG0001538	7	7
OG0001539	6	6
OG0001540	7	7
OG0001541	6	6
OG0001542	7	7
OG0001543	12	12
OG0001544	7	7
OG0001545	4	3
OG0001546	5	5
OG0001547	7	7
OG0001548	5	5
OG0001549	7	7
OG0001550	6	6
OG0001551	7	7
OG0001552	6	6
OG0001553	7	7
OG0001554	5	5
OG0001555	3	3
OG0001556	7	7
OG0001557	6	6
OG0001558	7	7
OG0001559	12	12
OG0001560	7	7
OG0001561	7	7
OG0001562	8	8
OG0001563	4	3
OG0001564	7	7
OG0001565	8	8
OG0001566	7	7
OG0001567	4	4
OG0001568	10	10
OG0001569	8	8
OG0001570	6	6
OG0001571	6	6
OG0001572	7	7
OG0001573	7	7
OG0001574	7	7
OG0001575	2	2
OG0001576	7	7
OG0001577	10	10
OG0001578	7	7
OG0001579	5	5
OG0001580	4	4
OG0001581	7	6
OG0001582	7	7
OG0001583	5	5
OG0001584	5	5
OG0001585	10	10
OG0001586	8	8
OG0001587	5	4
OG0001588	7	7
OG0001589	7	7
OG0001590	3	3
OG0001591	4	4
OG0001592	7	7
OG0001593	7	7
OG0001594	7	7
OG0001595	7	7
OG0001596	7	7
OG0001597	5	5
OG0001598	5	5
OG0001599	7	7
OG0001600	7	7
OG0001601	7	7
OG0001602	2	2
OG0001603	7	7
OG0001604	8	8
OG0001605	8	8
OG0001606	7	7
OG0001607	8	8
OG0001608	7	7
OG0001609	8	8
OG0001610	4	4
OG0001611	4	2
OG0001612	7	7
OG0001613	6	5
OG0001614	7	7
OG0001615	7	7
OG0001616	7	7
OG0001617	6	6
OG0001618	8	8
OG0001619	6	6
OG0001620	7	7
OG0001621	7	7
OG0001622	7	7
OG0001623	7	7
OG0001624	7	7
OG0001625	7	7
OG0001626	7	7
OG0001627	8	8
OG0001628	7	7
OG0001629	5	4
OG0001630	8	8
OG0001631	7	7
OG0001632	7	7
OG0001633	7	7
OG0001634	7	7
OG0001635	3	3
OG0001636	5	5
OG0001637	8	8
OG0001638	6	6
OG0001639	7	7
OG0001640	7	7
OG0001641	7	7
OG0001642	8	8
OG0001643	7	7
OG0001644	7	7
OG0001645	7	7
OG0001646	7	7
OG0001647	8	8
OG0001648	6	6
OG0001649	7	7
OG0001650	7	7
OG0001651	8	8
OG0001652	10	10
OG0001653	7	7
OG0001654	3	3
OG0001655	7	7
OG0001656	7	7
OG0001657	7	7
OG0001658	7	7
OG0001659	8	8
OG0001660	6	6
OG0001661	7	7
OG0001662	7	7
OG0001663	7	7
OG0001664	7	7
OG0001665	7	7
OG0001666	6	6
OG0001667	7	7
OG0001668	9	9
OG0001669	7	7
OG0001670	7	7
OG0001671	2	2
OG0001672	11	11
OG0001673	7	7
OG0001674	7	7
OG0001675	7	7
OG0001676	9	8
OG0001677	7	7
OG0001678	7	7
OG0001679	8	8
OG0001680	7	7
OG0001681	7	6
OG0001682	7	7
OG0001683	7	7
OG0001684	7	7
OG0001685	7	7
OG0001686	7	7
OG0001687	7	7
OG0001688	7	7
OG0001689	10	10
OG0001690	7	7
OG0001691	7	7
OG0001692	7	7
OG0001693	8	8
OG0001694	9	9
OG0001695	8	8
OG0001696	8	7
OG0001697	7	7
OG0001698	1	1
OG0001699	7	7
OG0001700	7	7
OG0001701	7	7
OG0001702	7	7
OG0001703	7	7
OG0001704	7	7
OG0001705	4	4
OG0001706	5	5
OG0001707	4	2
OG0001708	7	7
OG0001709	7	7
OG0001710	7	7
OG0001711	7	7
OG0001712	8	8
OG0001713	7	7
OG0001714	7	6
OG0001715	7	7
OG0001716	7	7
OG0001717	9	9
OG0001718	7	7
OG0001719	7	7
OG0001720	7	7
OG0001721	7	7
OG0001722	10	10
OG0001723	7	7
OG0001724	7	7
OG0001725	7	7
OG0001726	7	7
OG0001727	7	7
OG0001728	7	7
OG0001729	7	7
OG0001730	7	7
OG0001731	7	7
OG0001732	7	6
OG0001733	6	5
OG0001734	7	7
OG0001735	7	7
OG0001736	7	7
OG0001737	10	10
OG0001738	12	12
OG0001739	8	7
OG0001740	8	8
OG0001741	11	11
OG0001742	10	10
OG0001743	8	8
OG0001744	7	7
OG0001745	10	10
OG0001746	8	8
OG0001747	8	8
OG0001748	12	12
OG0001749	8	8
OG0001750	9	9
OG0001751	11	11
OG0001752	10	10
OG0001753	13	13
OG0001754	7	4
OG0001755	13	13
OG0001756	9	9
OG0001757	12	12
OG0001758	8	8
OG0001759	11	11
OG0001760	8	8
OG0001761	6	6
OG0001762	8	8
OG0001763	4	4
OG0001764	8	8
OG0001765	8	8
OG0001766	8	8
OG0001767	8	7
OG0001768	8	8
OG0001769	13	13
OG0001770	11	11
OG0001771	12	12
OG0001772	13	13
OG0001773	13	13
OG0001774	13	13
OG0001775	13	13
OG0001776	13	13
OG0001777	13	13
OG0001778	13	13
OG0001779	13	13
OG0001780	13	13
OG0001781	13	13
OG0001782	13	13
OG0001783	13	13
OG0001784	13	13
OG0001785	13	13
OG0001786	5	5
OG0001787	4	4
OG0001788	6	6
OG0001789	5	3
OG0001790	2	2
OG0001791	7	7
OG0001792	5	4
OG0001793	6	6
OG0001794	6	6
OG0001795	6	6
OG0001796	6	5
OG0001797	3	3
OG0001798	6	6
OG0001799	6	6
OG0001800	6	6
OG0001801	5	5
OG0001802	6	6
OG0001803	6	6
OG0001804	7	7
OG0001805	6	6
OG0001806	4	3
OG0001807	6	6
OG0001808	7	7
OG0001809	2	2
OG0001810	2	2
OG0001811	7	7
OG0001812	6	6
OG0001813	4	4
OG0001814	2	1
OG0001815	5	4
OG0001816	6	6
OG0001817	6	6
OG0001818	6	6
OG0001819	6	6
OG0001820	6	6
OG0001821	6	6
OG0001822	7	7
OG0001823	6	6
OG0001824	5	5
OG0001825	5	5
OG0001826	4	4
OG0001827	5	5
OG0001828	6	6
OG0001829	6	6
OG0001830	2	2
OG0001831	6	6
OG0001832	6	6
OG0001833	7	7
OG0001834	9	9
OG0001835	6	4
OG0001836	6	6
OG0001837	7	6
OG0001838	6	6
OG0001839	3	2
OG0001840	4	4
OG0001841	7	7
OG0001842	3	3
OG0001843	6	6
OG0001844	7	7
OG0001845	6	6
OG0001846	5	5
OG0001847	4	3
OG0001848	6	6
OG0001849	6	6
OG0001850	6	6
OG0001851	7	7
OG0001852	7	7
OG0001853	6	6
OG0001854	6	6
OG0001855	9	9
OG0001856	5	5
OG0001857	6	6
OG0001858	6	6
OG0001859	6	6
OG0001860	6	6
OG0001861	6	6
OG0001862	6	6
OG0001863	7	7
OG0001864	5	5
OG0001865	6	6
OG0001866	4	4
OG0001867	6	6
OG0001868	4	4
OG0001869	3	3
OG0001870	6	6
OG0001871	6	6
OG0001872	6	6
OG0001873	6	6
OG0001874	5	4
OG0001875	7	7
OG0001876	7	7
OG0001877	6	6
OG0001878	6	6
OG0001879	6	5
OG0001880	6	6
OG0001881	7	7
OG0001882	6	6
OG0001883	6	6
OG0001884	6	6
OG0001885	2	2
OG0001886	2	2
OG0001887	6	6
OG0001888	7	7
OG0001889	6	6
OG0001890	6	6
OG0001891	7	7
OG0001892	5	5
OG0001893	6	6
OG0001894	6	6
OG0001895	5	4
OG0001896	6	6
OG0001897	7	7
OG0001898	5	5
OG0001899	6	6
OG0001900	6	6
OG0001901	5	5
OG0001902	5	4
OG0001903	7	7
OG0001904	6	6
OG0001905	6	6
OG0001906	7	7
OG0001907	7	7
OG0001908	5	5
OG0001909	6	6
OG0001910	6	6
OG0001911	6	6
OG0001912	7	7
OG0001913	6	6
OG0001914	6	6
OG0001915	5	5
OG0001916	6	6
OG0001917	5	5
OG0001918	6	6
OG0001919	4	3
OG0001920	6	6
OG0001921	7	7
OG0001922	6	6
OG0001923	7	7
OG0001924	6	6
OG0001925	6	6
OG0001926	6	6
OG0001927	6	6
OG0001928	6	6
OG0001929	6	6
OG0001930	6	6
OG0001931	6	5
OG0001932	6	6
OG0001933	7	7
OG0001934	6	6
OG0001935	6	6
OG0001936	5	5
OG0001937	6	6
OG0001938	7	7
OG0001939	6	6
OG0001940	7	7
OG0001941	6	6
OG0001942	4	4
OG0001943	6	4
OG0001944	6	6
OG0001945	6	6
OG0001946	6	6
OG0001947	6	6
OG0001948	7	7
OG0001949	2	2
OG0001950	6	6
OG0001951	6	6
OG0001952	8	8
OG0001953	6	6
OG0001954	6	6
OG0001955	6	6
OG0001956	7	7
OG0001957	3	3
OG0001958	6	6
OG0001959	6	6
OG0001960	6	6
OG0001961	6	6
OG0001962	7	7
OG0001963	7	7
OG0001964	7	7
OG0001965	6	6
OG0001966	6	6
OG0001967	6	6
OG0001968	6	6
OG0001969	6	6
OG0001970	7	7
OG0001971	3	0
OG0001972	6	6
OG0001973	6	6
OG0001974	11	11
OG0001975	5	3
OG0001976	6	6
OG0001977	6	6
OG0001978	6	6
OG0001979	6	6
OG0001980	6	6
OG0001981	6	3
OG0001982	6	6
OG0001983	4	4
OG0001984	7	7
OG0001985	6	6
OG0001986	6	6
OG0001987	6	6
OG0001988	6	6
OG0001989	6	6
OG0001990	6	6
OG0001991	5	5
OG0001992	6	6
OG0001993	6	6
OG0001994	4	3
OG0001995	7	7
OG0001996	7	7
OG0001997	7	7
OG0001998	7	7
OG0001999	6	6
OG0002000	7	7
OG0002001	2	2
OG0002002	6	6
OG0002003	6	6
OG0002004	6	6
OG0002005	2	1
OG0002006	7	7
OG0002007	6	6
OG0002008	6	6
OG0002009	6	6
OG0002010	6	5
OG0002011	5	4
OG0002012	6	6
OG0002013	6	6
OG0002014	6	6
OG0002015	6	5
OG0002016	6	6
OG0002017	7	7
OG0002018	6	6
OG0002019	6	6
OG0002020	6	6
OG0002021	10	10
OG0002022	4	4
OG0002023	6	6
OG0002024	6	4
OG0002025	5	3
OG0002026	6	6
OG0002027	5	4
OG0002028	7	7
OG0002029	6	6
OG0002030	6	6
OG0002031	6	6
OG0002032	6	6
OG0002033	6	6
OG0002034	5	5
OG0002035	7	7
OG0002036	6	6
OG0002037	2	2
OG0002038	6	6
OG0002039	6	6
OG0002040	7	7
OG0002041	6	6
OG0002042	6	6
OG0002043	6	6
OG0002044	8	8
OG0002045	6	6
OG0002046	6	6
OG0002047	9	9
OG0002048	9	9
OG0002049	5	5
OG0002050	8	8
OG0002051	5	5
OG0002052	7	7
OG0002053	7	7
OG0002054	8	8
OG0002055	8	8
OG0002056	6	6
OG0002057	11	11
OG0002058	8	8
OG0002059	10	10
OG0002060	7	7
OG0002061	7	7
OG0002062	9	9
OG0002063	10	10
OG0002064	7	7
OG0002065	7	7
OG0002066	11	11
OG0002067	6	6
OG0002068	7	7
OG0002069	8	8
OG0002070	7	7
OG0002071	7	7
OG0002072	7	7
OG0002073	8	8
OG0002074	12	12
OG0002075	12	12
OG0002076	12	12
OG0002077	12	12
OG0002078	12	12
OG0002079	12	12
OG0002080	11	11
OG0002081	12	12
OG0002082	12	12
OG0002083	12	12
OG0002084	12	12
OG0002085	11	11
OG0002086	11	11
OG0002087	11	11
OG0002088	12	12
OG0002089	12	12
OG0002090	12	12
OG0002091	12	12
OG0002092	12	12
OG0002093	12	12
OG0002094	12	12
OG0002095	12	12
OG0002096	12	12
OG0002097	12	12
OG0002098	12	12
OG0002099	12	12
OG0002100	5	5
OG0002101	5	5
OG0002102	5	5
OG0002103	5	5
OG0002104	5	5
OG0002105	3	3
OG0002106	5	5
OG0002107	5	4
OG0002108	3	3
OG0002109	5	5
OG0002110	5	5
OG0002111	5	5
OG0002112	6	6
OG0002113	5	5
OG0002114	5	5
OG0002115	5	5
OG0002116	5	5
OG0002117	3	3
OG0002118	5	5
OG0002119	5	5
OG0002120	5	5
OG0002121	5	5
OG0002122	6	6
OG0002123	5	5
OG0002124	5	5
OG0002125	4	4
OG0002126	6	6
OG0002127	5	5
OG0002128	5	5
OG0002129	5	5
OG0002130	5	5
OG0002131	4	3
OG0002132	5	5
OG0002133	5	5
OG0002134	5	5
OG0002135	5	5
OG0002136	6	6
OG0002137	5	5
OG0002138	5	5
OG0002139	5	5
OG0002140	8	8
OG0002141	5	5
OG0002142	5	5
OG0002143	4	4
OG0002144	5	5
OG0002145	2	2
OG0002146	5	4
OG0002147	8	8
OG0002148	5	5
OG0002149	3	3
OG0002150	5	5
OG0002151	5	5
OG0002152	5	5
OG0002153	5	5
OG0002154	5	5
OG0002155	6	6
OG0002156	5	5
OG0002157	5	5
OG0002158	2	2
OG0002159	5	5
OG0002160	5	5
OG0002161	6	6
OG0002162	5	5
OG0002163	6	6
OG0002164	3	3
OG0002165	5	5
OG0002166	4	4
OG0002167	5	5
OG0002168	5	5
OG0002169	6	6
OG0002170	7	7
OG0002171	5	5
OG0002172	1	1
OG0002173	1	1
OG0002174	2	2
OG0002175	4	3
OG0002176	5	5
OG0002177	5	5
OG0002178	4	3
OG0002179	5	5
OG0002180	4	4
OG0002181	5	5
OG0002182	5	5
OG0002183	5	5
OG0002184	5	5
OG0002185	5	5
OG0002186	5	5
OG0002187	5	5
OG0002188	5	5
OG0002189	4	3
OG0002190	6	6
OG0002191	5	5
OG0002192	5	5
OG0002193	5	5
OG0002194	5	5
OG0002195	5	5
OG0002196	4	4
OG0002197	5	5
OG0002198	3	3
OG0002199	6	6
OG0002200	5	5
OG0002201	5	5
OG0002202	5	5
OG0002203	5	5
OG0002204	5	5
OG0002205	5	5
OG0002206	5	5
OG0002207	7	7
OG0002208	4	4
OG0002209	5	5
OG0002210	5	5
OG0002211	3	3
OG0002212	4	4
OG0002213	5	5
OG0002214	5	5
OG0002215	3	2
OG0002216	5	5
OG0002217	4	4
OG0002218	7	7
OG0002219	6	6
OG0002220	5	5
OG0002221	6	6
OG0002222	6	6
OG0002223	5	5
OG0002224	5	5
OG0002225	5	5
OG0002226	5	5
OG0002227	5	5
OG0002228	5	5
OG0002229	5	5
OG0002230	4	4
OG0002231	6	6
OG0002232	5	5
OG0002233	6	6
OG0002234	5	5
OG0002235	5	5
OG0002236	5	5
OG0002237	5	5
OG0002238	5	5
OG0002239	5	5
OG0002240	5	5
OG0002241	5	5
OG0002242	5	5
OG0002243	4	4
OG0002244	5	5
OG0002245	5	5
OG0002246	5	5
OG0002247	6	6
OG0002248	4	3
OG0002249	5	5
OG0002250	5	5
OG0002251	5	5
OG0002252	6	6
OG0002253	5	5
OG0002254	6	6
OG0002255	6	6
OG0002256	2	2
OG0002257	5	5
OG0002258	6	6
OG0002259	5	4
OG0002260	3	3
OG0002261	5	5
OG0002262	6	6
OG0002263	4	4
OG0002264	6	6
OG0002265	5	5
OG0002266	5	5
OG0002267	5	5
OG0002268	1	1
OG0002269	5	5
OG0002270	6	6
OG0002271	5	5
OG0002272	7	7
OG0002273	5	5
OG0002274	5	5
OG0002275	5	5
OG0002276	5	5
OG0002277	5	5
OG0002278	4	3
OG0002279	5	5
OG0002280	5	5
OG0002281	5	5
OG0002282	5	5
OG0002283	5	5
OG0002284	5	5
OG0002285	5	5
OG0002286	5	5
OG0002287	5	5
OG0002288	5	5
OG0002289	5	5
OG0002290	5	5
OG0002291	6	6
OG0002292	5	5
OG0002293	7	7
OG0002294	2	2
OG0002295	5	5
OG0002296	5	5
OG0002297	5	5
OG0002298	5	5
OG0002299	5	5
OG0002300	5	5
OG0002301	5	5
OG0002302	7	7
OG0002303	5	5
OG0002304	5	5
OG0002305	5	5
OG0002306	5	5
OG0002307	5	5
OG0002308	5	5
OG0002309	5	5
OG0002310	5	5
OG0002311	5	2
OG0002312	4	4
OG0002313	6	6
OG0002314	6	6
OG0002315	5	5
OG0002316	5	5
OG0002317	5	5
OG0002318	5	5
OG0002319	5	5
OG0002320	5	5
OG0002321	5	5
OG0002322	6	6
OG0002323	5	5
OG0002324	5	5
OG0002325	5	5
OG0002326	5	5
OG0002327	6	6
OG0002328	6	6
OG0002329	5	5
OG0002330	6	5
OG0002331	7	7
OG0002332	6	5
OG0002333	5	5
OG0002334	5	5
OG0002335	6	6
OG0002336	5	5
OG0002337	5	5
OG0002338	6	6
OG0002339	4	2
OG0002340	6	6
OG0002341	4	3
OG0002342	6	6
OG0002343	5	5
OG0002344	7	7
OG0002345	6	6
OG0002346	5	5
OG0002347	5	5
OG0002348	5	5
OG0002349	6	6
OG0002350	4	2
OG0002351	5	5
OG0002352	5	4
OG0002353	6	6
OG0002354	3	3
OG0002355	5	5
OG0002356	4	4
OG0002357	5	5
OG0002358	4	4
OG0002359	6	6
OG0002360	5	5
OG0002361	5	5
OG0002362	1	1
OG0002363	6	6
OG0002364	5	4
OG0002365	5	5
OG0002366	6	5
OG0002367	5	4
OG0002368	6	6
OG0002369	4	3
OG0002370	5	5
OG0002371	5	5
OG0002372	5	5
OG0002373	4	4
OG0002374	5	5
OG0002375	5	5
OG0002376	4	3
OG0002377	5	5
OG0002378	4	3
OG0002379	6	6
OG0002380	5	5
OG0002381	5	5
OG0002382	4	4
OG0002383	5	5
OG0002384	1	1
OG0002385	5	5
OG0002386	5	5
OG0002387	5	5
OG0002388	5	5
OG0002389	6	6
OG0002390	5	5
OG0002391	5	5
OG0002392	5	5
OG0002393	6	6
OG0002394	5	5
OG0002395	5	5
OG0002396	5	5
OG0002397	5	5
OG0002398	3	3
OG0002399	2	2
OG0002400	6	6
OG0002401	5	5
OG0002402	5	5
OG0002403	4	4
OG0002404	5	5
OG0002405	5	5
OG0002406	5	4
OG0002407	5	5
OG0002408	5	5
OG0002409	5	5
OG0002410	8	8
OG0002411	6	6
OG0002412	6	6
OG0002413	8	8
OG0002414	6	6
OG0002415	6	6
OG0002416	5	5
OG0002417	6	6
OG0002418	6	6
OG0002419	6	6
OG0002420	4	2
OG0002421	8	8
OG0002422	7	7
OG0002423	7	7
OG0002424	6	6
OG0002425	7	7
OG0002426	7	7
OG0002427	5	2
OG0002428	5	5
OG0002429	7	7
OG0002430	6	6
OG0002431	7	7
OG0002432	5	4
OG0002433	4	3
OG0002434	6	6
OG0002435	6	6
OG0002436	9	9
OG0002437	10	10
OG0002438	6	6
OG0002439	8	8
OG0002440	7	7
OG0002441	6	6
OG0002442	6	6
OG0002443	6	6
OG0002444	6	6
OG0002445	11	11
OG0002446	5	4
OG0002447	7	7
OG0002448	10	10
OG0002449	9	9
OG0002450	6	6
OG0002451	6	6
OG0002452	7	7
OG0002453	8	8
OG0002454	9	9
OG0002455	11	11
OG0002456	11	11
OG0002457	11	11
OG0002458	11	11
OG0002459	7	7
OG0002460	11	11
OG0002461	11	11
OG0002462	8	7
OG0002463	9	9
OG0002464	8	8
OG0002465	11	11
OG0002466	11	11
OG0002467	11	11
OG0002468	11	11
OG0002469	11	11
OG0002470	11	11
OG0002471	10	10
OG0002472	11	11
OG0002473	11	11
OG0002474	11	11
OG0002475	11	11
OG0002476	11	11
OG0002477	11	11
OG0002478	11	11
OG0002479	11	11
OG0002480	11	11
OG0002481	11	11
OG0002482	11	11
OG0002483	11	11
OG0002484	11	11
OG0002485	11	11
OG0002486	11	11
OG0002487	11	11
OG0002488	11	11
OG0002489	11	11
OG0002490	11	11
OG0002491	11	11
OG0002492	11	11
OG0002493	11	11
OG0002494	11	11
OG0002495	5	5
OG0002496	4	4
OG0002497	4	4
OG0002498	6	6
OG0002499	4	4
OG0002500	9	9
OG0002501	4	4
OG0002502	3	2
OG0002503	4	4
OG0002504	2	2
OG0002505	4	4
OG0002506	2	0
OG0002507	4	4
OG0002508	4	4
OG0002509	4	4
OG0002510	4	4
OG0002511	4	4
OG0002512	5	5
OG0002513	4	4
OG0002514	4	4
OG0002515	4	4
OG0002516	4	4
OG0002517	4	4
OG0002518	2	2
OG0002519	5	5
OG0002520	7	7
OG0002521	4	4
OG0002522	4	3
OG0002523	4	4
OG0002524	4	4
OG0002525	4	4
OG0002526	4	4
OG0002527	4	4
OG0002528	4	4
OG0002529	4	4
OG0002530	4	4
OG0002531	4	4
OG0002532	6	6
OG0002533	4	3
OG0002534	4	4
OG0002535	4	4
OG0002536	5	5
OG0002537	1	1
OG0002538	4	4
OG0002539	2	2
OG0002540	5	5
OG0002541	4	4
OG0002542	10	10
OG0002543	2	2
OG0002544	4	4
OG0002545	4	4
OG0002546	4	4
OG0002547	4	4
OG0002548	4	4
OG0002549	4	4
OG0002550	4	4
OG0002551	4	4
OG0002552	6	6
OG0002553	4	4
OG0002554	4	3
OG0002555	4	4
OG0002556	4	4
OG0002557	4	3
OG0002558	5	5
OG0002559	3	3
OG0002560	4	4
OG0002561	3	2
OG0002562	5	5
OG0002563	4	4
OG0002564	4	4
OG0002565	8	8
OG0002566	4	2
OG0002567	4	4
OG0002568	5	5
OG0002569	4	4
OG0002570	4	4
OG0002571	4	4
OG0002572	4	4
OG0002573	4	4
OG0002574	4	4
OG0002575	4	4
OG0002576	2	2
OG0002577	4	4
OG0002578	4	4
OG0002579	4	4
OG0002580	3	3
OG0002581	7	7
OG0002582	4	4
OG0002583	5	5
OG0002584	4	4
OG0002585	2	2
OG0002586	4	4
OG0002587	4	4
OG0002588	4	4
OG0002589	3	3
OG0002590	4	4
OG0002591	4	4
OG0002592	3	3
OG0002593	4	4
OG0002594	4	4
OG0002595	4	4
OG0002596	3	2
OG0002597	5	5
OG0002598	5	5
OG0002599	3	3
OG0002600	3	3
OG0002601	3	2
OG0002602	4	4
OG0002603	4	4
OG0002604	4	4
OG0002605	4	4
OG0002606	4	4
OG0002607	2	2
OG0002608	4	4
OG0002609	4	3
OG0002610	4	4
OG0002611	5	5
OG0002612	4	4
OG0002613	4	4
OG0002614	4	3
OG0002615	4	4
OG0002616	4	4
OG0002617	4	4
OG0002618	4	4
OG0002619	4	4
OG0002620	4	4
OG0002621	4	4
OG0002622	3	3
OG0002623	3	3
OG0002624	1	1
OG0002625	4	4
OG0002626	3	3
OG0002627	4	4
OG0002628	4	4
OG0002629	4	4
OG0002630	4	4
OG0002631	4	4
OG0002632	5	5
OG0002633	5	5
OG0002634	4	4
OG0002635	4	4
OG0002636	4	4
OG0002637	3	2
OG0002638	4	4
OG0002639	4	4
OG0002640	4	3
OG0002641	5	5
OG0002642	4	4
OG0002643	2	1
OG0002644	4	4
OG0002645	5	5
OG0002646	4	4
OG0002647	5	5
OG0002648	3	2
OG0002649	3	3
OG0002650	4	4
OG0002651	4	4
OG0002652	4	4
OG0002653	4	4
OG0002654	2	2
OG0002655	4	4
OG0002656	4	4
OG0002657	4	4
OG0002658	5	5
OG0002659	5	5
OG0002660	4	4
OG0002661	4	4
OG0002662	3	3
OG0002663	4	4
OG0002664	4	4
OG0002665	4	4
OG0002666	4	4
OG0002667	5	5
OG0002668	5	5
OG0002669	4	4
OG0002670	4	4
OG0002671	4	4
OG0002672	4	4
OG0002673	4	4
OG0002674	5	5
OG0002675	3	2
OG0002676	4	4
OG0002677	5	5
OG0002678	4	4
OG0002679	5	5
OG0002680	4	3
OG0002681	4	4
OG0002682	4	4
OG0002683	4	4
OG0002684	4	4
OG0002685	4	4
OG0002686	5	5
OG0002687	4	4
OG0002688	4	4
OG0002689	5	5
OG0002690	4	4
OG0002691	4	3
OG0002692	5	5
OG0002693	4	4
OG0002694	4	4
OG0002695	4	4
OG0002696	4	4
OG0002697	4	4
OG0002698	4	4
OG0002699	4	4
OG0002700	4	4
OG0002701	3	3
OG0002702	5	5
OG0002703	4	4
OG0002704	3	3
OG0002705	5	5
OG0002706	4	4
OG0002707	4	4
OG0002708	2	1
OG0002709	3	3
OG0002710	4	4
OG0002711	4	4
OG0002712	4	4
OG0002713	4	4
OG0002714	4	4
OG0002715	4	4
OG0002716	4	4
OG0002717	4	4
OG0002718	5	5
OG0002719	4	4
OG0002720	4	4
OG0002721	5	5
OG0002722	4	4
OG0002723	4	4
OG0002724	4	4
OG0002725	4	4
OG0002726	5	4
OG0002727	4	4
OG0002728	5	5
OG0002729	4	4
OG0002730	4	4
OG0002731	4	4
OG0002732	4	4
OG0002733	4	4
OG0002734	4	4
OG0002735	5	5
OG0002736	4	4
OG0002737	5	5
OG0002738	5	5
OG0002739	8	8
OG0002740	3	3
OG0002741	5	5
OG0002742	4	4
OG0002743	4	4
OG0002744	4	4
OG0002745	4	4
OG0002746	4	3
OG0002747	6	6
OG0002748	4	4
OG0002749	5	5
OG0002750	3	3
OG0002751	4	4
OG0002752	4	4
OG0002753	4	4
OG0002754	5	5
OG0002755	8	8
OG0002756	4	4
OG0002757	4	4
OG0002758	3	3
OG0002759	4	4
OG0002760	3	3
OG0002761	4	4
OG0002762	3	3
OG0002763	4	4
OG0002764	4	4
OG0002765	4	4
OG0002766	4	4
OG0002767	4	4
OG0002768	5	5
OG0002769	4	4
OG0002770	4	4
OG0002771	4	4
OG0002772	4	4
OG0002773	4	4
OG0002774	4	4
OG0002775	4	4
OG0002776	4	4
OG0002777	4	4
OG0002778	4	4
OG0002779	4	4
OG0002780	3	3
OG0002781	9	9
OG0002782	4	4
OG0002783	4	4
OG0002784	4	4
OG0002785	3	3
